1789716900.002283 server started (2187779): version 3.4, socket /tmp/tmux-1008/default, protocol 8
1789716900.002296 on Linux 7.0.0-28-generic #28~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Wed Jul  1 15:50:57 UTC 2
1789716900.002301 using libevent 2.1.12-stable poll
1789716900.002303 using ncurses 6.4 20240113
1789717279.146195 utf8_from_data: (1 1 3) -> 41000033
1789717279.146197 utf8_from_data: (1 1 3) -> 41000033
1789717279.146199 utf8_from_data: (1 1 3) -> 41000033
1789717279.146201 utf8_from_data: (1 1 3) -> 41000033
1789717279.146202 utf8_from_data: (1 1 3) -> 41000033
1789717279.146204 utf8_from_data: (1 1 3) -> 41000033
1789717279.146206 utf8_from_data: (1 1 3) -> 41000033
1789717279.146208 utf8_from_data: (1 1 3) -> 41000033
1789717279.146209 input_c0_dispatch: '\r'
1789717279.146211 input_c0_dispatch: '\n'
1789717279.146213 screen_write_linefeed: at 0,23 (region 0-23)
1789717279.146214 screen_write_collect_scroll: at 0,23 (region 0-23)
1789717279.146217 input_csi_dispatch: 'm' "" "0;36"
1789717279.146218 parameter 0: number 0
1789717279.146220 parameter 1: number 36
1789717279.146222 screen_write_collect_trim: 0x60e08009f410 0-79 end 0-22
1789717279.146224 screen_write_collect_trim: 0x60e08009f410 now 23-81
1789717279.146226 screen_write_collect_end: 23 (APIServer pid=2188800) (at 0,23)
1789717279.146227 utf8_from_data: (1 1 () -> 41000028
1789717279.146229 utf8_from_data: (1 1 () -> 41000028
1789717279.146231 utf8_from_data: (1 1 () -> 41000028
1789717279.146232 utf8_from_data: (1 1 () -> 41000028
1789717279.146234 utf8_from_data: (1 1 () -> 41000028
1789717279.146236 utf8_from_data: (1 1 () -> 41000028
1789717279.146237 utf8_from_data: (1 1 () -> 41000028
1789717279.146239 utf8_from_data: (1 1 () -> 41000028
1789717279.146241 utf8_from_data: (1 1 () -> 41000028
1789717279.146243 utf8_from_data: (1 1 () -> 41000028
1789717279.146244 utf8_from_data: (1 1 () -> 41000028
1789717279.146246 utf8_from_data: (1 1 () -> 41000028
1789717279.146248 utf8_from_data: (1 1 () -> 41000028
1789717279.146249 utf8_from_data: (1 1 () -> 41000028
1789717279.146251 utf8_from_data: (1 1 () -> 41000028
1789717279.146253 utf8_from_data: (1 1 () -> 41000028
1789717279.146255 utf8_from_data: (1 1 () -> 41000028
1789717279.146257 utf8_from_data: (1 1 () -> 41000028
1789717279.146258 utf8_from_data: (1 1 () -> 41000028
1789717279.146260 utf8_from_data: (1 1 () -> 41000028
1789717279.146262 utf8_from_data: (1 1 () -> 41000028
1789717279.146263 utf8_from_data: (1 1 () -> 41000028
1789717279.146266 utf8_from_data: (1 1 () -> 41000028
1789717279.146269 input_csi_dispatch: 'm' "" "0;0"
1789717279.146271 parameter 0: number 0
1789717279.146272 parameter 1: number 0
1789717279.146274 screen_write_collect_trim: 0x60e08006ab10 0-22 before 23-44
1789717279.146276 screen_write_collect_trim: 0x60e08009f410 23-79 end 23-44
1789717279.146278 screen_write_collect_trim: 0x60e08009f410 now 45-81
1789717279.146279 screen_write_collect_end: 22      return await main (at 23,23)
1789717279.146282 utf8_from_data: (1 1  ) -> 41000020
1789717279.146283 utf8_from_data: (1 1  ) -> 41000020
1789717279.146286 utf8_from_data: (1 1  ) -> 41000020
1789717279.146287 utf8_from_data: (1 1  ) -> 41000020
1789717279.146289 utf8_from_data: (1 1  ) -> 41000020
1789717279.146291 utf8_from_data: (1 1  ) -> 41000020
1789717279.146292 utf8_from_data: (1 1  ) -> 41000020
1789717279.146294 utf8_from_data: (1 1  ) -> 41000020
1789717279.146295 utf8_from_data: (1 1  ) -> 41000020
1789717279.146297 utf8_from_data: (1 1  ) -> 41000020
1789717279.146299 utf8_from_data: (1 1  ) -> 41000020
1789717279.146301 utf8_from_data: (1 1  ) -> 41000020
1789717279.146302 utf8_from_data: (1 1  ) -> 41000020
1789717279.146304 utf8_from_data: (1 1  ) -> 41000020
1789717279.146306 utf8_from_data: (1 1  ) -> 41000020
1789717279.146308 utf8_from_data: (1 1  ) -> 41000020
1789717279.146309 utf8_from_data: (1 1  ) -> 41000020
1789717279.146310 utf8_from_data: (1 1  ) -> 41000020
1789717279.146313 utf8_from_data: (1 1  ) -> 41000020
1789717279.146314 utf8_from_data: (1 1  ) -> 41000020
1789717279.146316 utf8_from_data: (1 1  ) -> 41000020
1789717279.146318 utf8_from_data: (1 1  ) -> 41000020
1789717279.146319 input_c0_dispatch: '\r'
1789717279.146320 input_c0_dispatch: '\n'
1789717279.146322 screen_write_linefeed: at 0,23 (region 0-23)
1789717279.146325 screen_write_collect_scroll: at 0,23 (region 0-23)
1789717279.146328 input_csi_dispatch: 'm' "" "0;36"
1789717279.146329 parameter 0: number 0
1789717279.146331 parameter 1: number 36
1789717279.146333 screen_write_collect_trim: 0x60e0800a30f0 0-79 end 0-22
1789717279.146335 screen_write_collect_trim: 0x60e0800a30f0 now 23-81
1789717279.146337 screen_write_collect_end: 23 (APIServer pid=2188800) (at 0,23)
1789717279.146338 utf8_from_data: (1 1 () -> 41000028
1789717279.146340 utf8_from_data: (1 1 () -> 41000028
1789717279.146342 utf8_from_data: (1 1 () -> 41000028
1789717279.146346 utf8_from_data: (1 1 () -> 41000028
1789717279.146370 utf8_from_data: (1 1 () -> 41000028
1789717279.146372 utf8_from_data: (1 1 () -> 41000028
1789717279.146373 utf8_from_data: (1 1 () -> 41000028
1789717279.146375 utf8_from_data: (1 1 () -> 41000028
1789717279.146377 utf8_from_data: (1 1 () -> 41000028
1789717279.146379 utf8_from_data: (1 1 () -> 41000028
1789717279.146380 utf8_from_data: (1 1 () -> 41000028
1789717279.146382 utf8_from_data: (1 1 () -> 41000028
1789717279.146384 utf8_from_data: (1 1 () -> 41000028
1789717279.146385 utf8_from_data: (1 1 () -> 41000028
1789717279.146387 utf8_from_data: (1 1 () -> 41000028
1789717279.146389 utf8_from_data: (1 1 () -> 41000028
1789717279.146391 utf8_from_data: (1 1 () -> 41000028
1789717279.146393 utf8_from_data: (1 1 () -> 41000028
1789717279.146395 utf8_from_data: (1 1 () -> 41000028
1789717279.146397 utf8_from_data: (1 1 () -> 41000028
1789717279.146398 utf8_from_data: (1 1 () -> 41000028
1789717279.146400 utf8_from_data: (1 1 () -> 41000028
1789717279.146402 utf8_from_data: (1 1 () -> 41000028
1789717279.146422 input_csi_dispatch: 'm' "" "0;0"
1789717279.146424 parameter 0: number 0
1789717279.146425 parameter 1: number 0
1789717279.146428 screen_write_collect_trim: 0x60e0800a5fa0 0-22 before 23-44
1789717279.146429 screen_write_collect_trim: 0x60e0800a30f0 23-79 end 23-44
1789717279.146431 screen_write_collect_trim: 0x60e0800a30f0 now 45-81
1789717279.146433 screen_write_collect_end: 22             ^^^^^^^^^^ (at 23,23)
1789717279.146435 utf8_from_data: (1 1  ) -> 41000020
1789717279.146437 utf8_from_data: (1 1  ) -> 41000020
1789717279.146438 utf8_from_data: (1 1  ) -> 41000020
1789717279.146442 utf8_from_data: (1 1  ) -> 41000020
1789717279.146444 utf8_from_data: (1 1  ) -> 41000020
1789717279.146446 utf8_from_data: (1 1  ) -> 41000020
1789717279.146448 utf8_from_data: (1 1  ) -> 41000020
1789717279.146449 utf8_from_data: (1 1  ) -> 41000020
1789717279.146451 utf8_from_data: (1 1  ) -> 41000020
1789717279.146453 utf8_from_data: (1 1  ) -> 41000020
1789717279.146455 utf8_from_data: (1 1  ) -> 41000020
1789717279.146456 utf8_from_data: (1 1  ) -> 41000020
1789717279.146458 utf8_from_data: (1 1  ) -> 41000020
1789717279.146460 utf8_from_data: (1 1  ) -> 41000020
1789717279.146461 utf8_from_data: (1 1  ) -> 41000020
1789717279.146463 utf8_from_data: (1 1  ) -> 41000020
1789717279.146465 utf8_from_data: (1 1  ) -> 41000020
1789717279.146466 utf8_from_data: (1 1  ) -> 41000020
1789717279.146468 utf8_from_data: (1 1  ) -> 41000020
1789717279.146470 utf8_from_data: (1 1  ) -> 41000020
1789717279.146471 utf8_from_data: (1 1  ) -> 41000020
1789717279.146474 utf8_from_data: (1 1  ) -> 41000020
1789717279.146475 input_c0_dispatch: '\r'
1789717279.146476 input_c0_dispatch: '\n'
1789717279.146478 screen_write_linefeed: at 0,23 (region 0-23)
1789717279.146481 screen_write_collect_scroll: at 0,23 (region 0-23)
1789717279.146484 input_csi_dispatch: 'm' "" "0;36"
1789717279.146485 parameter 0: number 0
1789717279.146487 parameter 1: number 36
1789717279.146489 screen_write_collect_trim: 0x60e080097030 0-79 end 0-22
1789717279.146491 screen_write_collect_trim: 0x60e080097030 now 23-81
1789717279.146493 screen_write_collect_end: 23 (APIServer pid=2188800) (at 0,23)
1789717279.146495 utf8_from_data: (1 1 () -> 41000028
1789717279.146497 utf8_from_data: (1 1 () -> 41000028
1789717279.146498 utf8_from_data: (1 1 () -> 41000028
1789717279.146500 utf8_from_data: (1 1 () -> 41000028
1789717279.146502 utf8_from_data: (1 1 () -> 41000028
1789717279.146503 utf8_from_data: (1 1 () -> 41000028
1789717279.146505 utf8_from_data: (1 1 () -> 41000028
1789717279.146507 utf8_from_data: (1 1 () -> 41000028
1789717279.146508 utf8_from_data: (1 1 () -> 41000028
1789717279.146509 utf8_from_data: (1 1 () -> 41000028
1789717279.146512 utf8_from_data: (1 1 () -> 41000028
1789717279.146513 utf8_from_data: (1 1 () -> 41000028
1789717279.146516 utf8_from_data: (1 1 () -> 41000028
1789717279.146517 utf8_from_data: (1 1 () -> 41000028
1789717279.146519 utf8_from_data: (1 1 () -> 41000028
1789717279.146521 utf8_from_data: (1 1 () -> 41000028
1789717279.146522 utf8_from_data: (1 1 () -> 41000028
1789717279.146524 utf8_from_data: (1 1 () -> 41000028
1789717279.146526 utf8_from_data: (1 1 () -> 41000028
1789717279.146527 utf8_from_data: (1 1 () -> 41000028
1789717279.146529 utf8_from_data: (1 1 () -> 41000028
1789717279.146531 utf8_from_data: (1 1 () -> 41000028
1789717279.146532 utf8_from_data: (1 1 () -> 41000028
1789717279.146535 input_csi_dispatch: 'm' "" "0;0"
1789717279.146536 parameter 0: number 0
1789717279.146537 parameter 1: number 0
1789717279.146540 screen_write_collect_trim: 0x60e0800a0100 0-22 before 23-79
1789717279.146542 screen_write_collect_trim: 0x60e080097030 23-79 inside 23-79
1789717279.146544 screen_write_collect_end: 57    File "/home/zezheng/miniconda3/envs/cbetter/lib/python (at 23,23)
1789717279.146546 utf8_from_data: (1 1  ) -> 41000020
1789717279.146547 utf8_from_data: (1 1  ) -> 41000020
1789717279.146550 utf8_from_data: (1 1  ) -> 41000020
1789717279.146551 utf8_from_data: (1 1  ) -> 41000020
1789717279.146553 utf8_from_data: (1 1  ) -> 41000020
1789717279.146554 utf8_from_data: (1 1  ) -> 41000020
1789717279.146556 utf8_from_data: (1 1  ) -> 41000020
1789717279.146558 utf8_from_data: (1 1  ) -> 41000020
1789717279.146560 utf8_from_data: (1 1  ) -> 41000020
1789717279.146561 utf8_from_data: (1 1  ) -> 41000020
1789717279.146563 utf8_from_data: (1 1  ) -> 41000020
1789717279.146565 utf8_from_data: (1 1  ) -> 41000020
1789717279.146567 utf8_from_data: (1 1  ) -> 41000020
1789717279.146568 utf8_from_data: (1 1  ) -> 41000020
1789717279.146570 utf8_from_data: (1 1  ) -> 41000020
1789717279.146574 utf8_from_data: (1 1  ) -> 41000020
1789717279.146575 utf8_from_data: (1 1  ) -> 41000020
1789717279.146578 utf8_from_data: (1 1  ) -> 41000020
1789717279.146579 utf8_from_data: (1 1  ) -> 41000020
1789717279.146581 utf8_from_data: (1 1  ) -> 41000020
1789717279.146582 utf8_from_data: (1 1  ) -> 41000020
1789717279.146584 utf8_from_data: (1 1  ) -> 41000020
1789717279.146587 utf8_from_data: (1 1  ) -> 41000020
1789717279.146589 utf8_from_data: (1 1  ) -> 41000020
1789717279.146591 utf8_from_data: (1 1  ) -> 41000020
1789717279.146593 utf8_from_data: (1 1  ) -> 41000020
1789717279.146594 utf8_from_data: (1 1  ) -> 41000020
1789717279.146596 utf8_from_data: (1 1  ) -> 41000020
1789717279.146597 utf8_from_data: (1 1  ) -> 41000020
1789717279.146599 utf8_from_data: (1 1  ) -> 41000020
1789717279.146601 utf8_from_data: (1 1  ) -> 41000020
1789717279.146603 utf8_from_data: (1 1  ) -> 41000020
1789717279.146605 utf8_from_data: (1 1  ) -> 41000020
1789717279.146606 utf8_from_data: (1 1  ) -> 41000020
1789717279.146608 utf8_from_data: (1 1  ) -> 41000020
1789717279.146610 utf8_from_data: (1 1  ) -> 41000020
1789717279.146611 utf8_from_data: (1 1  ) -> 41000020
1789717279.146613 utf8_from_data: (1 1  ) -> 41000020
1789717279.146615 utf8_from_data: (1 1  ) -> 41000020
1789717279.146616 utf8_from_data: (1 1  ) -> 41000020
1789717279.146618 utf8_from_data: (1 1  ) -> 41000020
1789717279.146620 utf8_from_data: (1 1  ) -> 41000020
1789717279.146621 utf8_from_data: (1 1  ) -> 41000020
1789717279.146623 utf8_from_data: (1 1  ) -> 41000020
1789717279.146625 utf8_from_data: (1 1  ) -> 41000020
1789717279.146626 utf8_from_data: (1 1  ) -> 41000020
1789717279.146628 utf8_from_data: (1 1  ) -> 41000020
1789717279.146630 utf8_from_data: (1 1  ) -> 41000020
1789717279.146631 utf8_from_data: (1 1  ) -> 41000020
1789717279.146633 utf8_from_data: (1 1  ) -> 41000020
1789717279.146635 utf8_from_data: (1 1  ) -> 41000020
1789717279.146637 utf8_from_data: (1 1  ) -> 41000020
1789717279.146639 utf8_from_data: (1 1  ) -> 41000020
1789717279.146640 utf8_from_data: (1 1  ) -> 41000020
1789717279.146642 utf8_from_data: (1 1  ) -> 41000020
1789717279.146644 utf8_from_data: (1 1  ) -> 41000020
1789717279.146645 utf8_from_data: (1 1  ) -> 41000020
1789717279.146647 screen_write_collect_add: wrapped at 80,23
1789717279.146649 screen_write_linefeed: at 80,23 (region 0-23)
1789717279.146651 screen_write_collect_scroll: at 80,23 (region 0-23)
1789717279.146654 screen_write_collect_trim: 0x60e0800a25c0 0-79 inside 0-79
1789717279.146657 screen_write_collect_end: 80 3.11/site-packages/vllm/entrypoints/launchers/api_server/entry.py", line 175, in (at 0,23)
1789717279.146658 utf8_from_data: (1 1 3) -> 41000033
1789717279.146660 utf8_from_data: (1 1 3) -> 41000033
1789717279.146662 utf8_from_data: (1 1 3) -> 41000033
1789717279.146664 utf8_from_data: (1 1 3) -> 41000033
1789717279.146666 utf8_from_data: (1 1 3) -> 41000033
1789717279.146667 utf8_from_data: (1 1 3) -> 41000033
1789717279.146669 utf8_from_data: (1 1 3) -> 41000033
1789717279.146671 utf8_from_data: (1 1 3) -> 41000033
1789717279.146672 utf8_from_data: (1 1 3) -> 41000033
1789717279.146674 utf8_from_data: (1 1 3) -> 41000033
1789717279.146676 utf8_from_data: (1 1 3) -> 41000033
1789717279.146678 utf8_from_data: (1 1 3) -> 41000033
1789717279.146680 utf8_from_data: (1 1 3) -> 41000033
1789717279.146681 utf8_from_data: (1 1 3) -> 41000033
1789717279.146683 utf8_from_data: (1 1 3) -> 41000033
1789717279.146685 utf8_from_data: (1 1 3) -> 41000033
1789717279.146686 utf8_from_data: (1 1 3) -> 41000033
1789717279.146688 utf8_from_data: (1 1 3) -> 41000033
1789717279.146690 utf8_from_data: (1 1 3) -> 41000033
1789717279.146691 utf8_from_data: (1 1 3) -> 41000033
1789717279.146693 utf8_from_data: (1 1 3) -> 41000033
1789717279.146695 utf8_from_data: (1 1 3) -> 41000033
1789717279.146696 utf8_from_data: (1 1 3) -> 41000033
1789717279.146699 utf8_from_data: (1 1 3) -> 41000033
1789717279.146700 utf8_from_data: (1 1 3) -> 41000033
1789717279.146702 utf8_from_data: (1 1 3) -> 41000033
1789717279.146704 utf8_from_data: (1 1 3) -> 41000033
1789717279.146707 utf8_from_data: (1 1 3) -> 41000033
1789717279.146709 utf8_from_data: (1 1 3) -> 41000033
1789717279.146710 utf8_from_data: (1 1 3) -> 41000033
1789717279.146712 utf8_from_data: (1 1 3) -> 41000033
1789717279.146714 utf8_from_data: (1 1 3) -> 41000033
1789717279.146715 utf8_from_data: (1 1 3) -> 41000033
1789717279.146717 utf8_from_data: (1 1 3) -> 41000033
1789717279.146719 utf8_from_data: (1 1 3) -> 41000033
1789717279.146720 utf8_from_data: (1 1 3) -> 41000033
1789717279.146723 utf8_from_data: (1 1 3) -> 41000033
1789717279.146724 utf8_from_data: (1 1 3) -> 41000033
1789717279.146725 utf8_from_data: (1 1 3) -> 41000033
1789717279.146727 utf8_from_data: (1 1 3) -> 41000033
1789717279.146729 utf8_from_data: (1 1 3) -> 41000033
1789717279.146731 utf8_from_data: (1 1 3) -> 41000033
1789717279.146733 utf8_from_data: (1 1 3) -> 41000033
1789717279.146734 utf8_from_data: (1 1 3) -> 41000033
1789717279.146737 utf8_from_data: (1 1 3) -> 41000033
1789717279.146739 utf8_from_data: (1 1 3) -> 41000033
1789717279.146741 utf8_from_data: (1 1 3) -> 41000033
1789717279.146743 utf8_from_data: (1 1 3) -> 41000033
1789717279.146745 utf8_from_data: (1 1 3) -> 41000033
1789717279.146747 utf8_from_data: (1 1 3) -> 41000033
1789717279.146748 utf8_from_data: (1 1 3) -> 41000033
1789717279.146750 utf8_from_data: (1 1 3) -> 41000033
1789717279.146751 utf8_from_data: (1 1 3) -> 41000033
1789717279.146753 utf8_from_data: (1 1 3) -> 41000033
1789717279.146755 utf8_from_data: (1 1 3) -> 41000033
1789717279.146756 utf8_from_data: (1 1 3) -> 41000033
1789717279.146758 utf8_from_data: (1 1 3) -> 41000033
1789717279.146760 utf8_from_data: (1 1 3) -> 41000033
1789717279.146761 utf8_from_data: (1 1 3) -> 41000033
1789717279.146763 utf8_from_data: (1 1 3) -> 41000033
1789717279.146765 utf8_from_data: (1 1 3) -> 41000033
1789717279.146766 utf8_from_data: (1 1 3) -> 41000033
1789717279.146767 utf8_from_data: (1 1 3) -> 41000033
1789717279.146769 utf8_from_data: (1 1 3) -> 41000033
1789717279.146771 utf8_from_data: (1 1 3) -> 41000033
1789717279.146773 utf8_from_data: (1 1 3) -> 41000033
1789717279.146775 utf8_from_data: (1 1 3) -> 41000033
1789717279.146776 utf8_from_data: (1 1 3) -> 41000033
1789717279.146780 utf8_from_data: (1 1 3) -> 41000033
1789717279.146781 utf8_from_data: (1 1 3) -> 41000033
1789717279.146783 utf8_from_data: (1 1 3) -> 41000033
1789717279.146785 utf8_from_data: (1 1 3) -> 41000033
1789717279.146786 utf8_from_data: (1 1 3) -> 41000033
1789717279.146788 utf8_from_data: (1 1 3) -> 41000033
1789717279.146790 utf8_from_data: (1 1 3) -> 41000033
1789717279.146791 utf8_from_data: (1 1 3) -> 41000033
1789717279.146793 utf8_from_data: (1 1 3) -> 41000033
1789717279.146795 utf8_from_data: (1 1 3) -> 41000033
1789717279.146796 utf8_from_data: (1 1 3) -> 41000033
1789717279.146798 utf8_from_data: (1 1 3) -> 41000033
1789717279.146800 screen_write_collect_add: wrapped at 80,23
1789717279.146802 screen_write_linefeed: at 80,23 (region 0-23)
1789717279.146805 screen_write_collect_scroll: at 80,23 (region 0-23)
1789717279.146807 screen_write_collect_trim: 0x60e0800a25c0 0-79 end 0-10
1789717279.146809 screen_write_collect_trim: 0x60e0800a25c0 now 11-81
1789717279.146810 screen_write_collect_end: 11  run_server (at 0,23)
1789717279.146812 utf8_from_data: (1 1  ) -> 41000020
1789717279.146814 utf8_from_data: (1 1  ) -> 41000020
1789717279.146816 utf8_from_data: (1 1  ) -> 41000020
1789717279.146818 utf8_from_data: (1 1  ) -> 41000020
1789717279.146819 utf8_from_data: (1 1  ) -> 41000020
1789717279.146821 utf8_from_data: (1 1  ) -> 41000020
1789717279.146823 utf8_from_data: (1 1  ) -> 41000020
1789717279.146825 utf8_from_data: (1 1  ) -> 41000020
1789717279.146826 utf8_from_data: (1 1  ) -> 41000020
1789717279.146828 utf8_from_data: (1 1  ) -> 41000020
1789717279.146830 utf8_from_data: (1 1  ) -> 41000020
1789717279.146831 input_c0_dispatch: '\r'
1789717279.146833 input_c0_dispatch: '\n'
1789717279.146835 screen_write_linefeed: at 0,23 (region 0-23)
1789717279.146838 screen_write_collect_scroll: at 0,23 (region 0-23)
1789717279.146842 input_csi_dispatch: 'm' "" "0;36"
1789717279.146844 parameter 0: number 0
1789717279.146846 parameter 1: number 36
1789717279.146848 screen_write_collect_trim: 0x60e08009d2d0 0-79 end 0-22
1789717279.146850 screen_write_collect_trim: 0x60e08009d2d0 now 23-81
1789717279.146851 screen_write_collect_end: 23 (APIServer pid=2188800) (at 0,23)
1789717279.146854 utf8_from_data: (1 1 () -> 41000028
1789717279.146855 utf8_from_data: (1 1 () -> 41000028
1789717279.146856 utf8_from_data: (1 1 () -> 41000028
1789717279.146859 utf8_from_data: (1 1 () -> 41000028
1789717279.146860 utf8_from_data: (1 1 () -> 41000028
1789717279.146862 utf8_from_data: (1 1 () -> 41000028
1789717279.146864 utf8_from_data: (1 1 () -> 41000028
1789717279.146865 utf8_from_data: (1 1 () -> 41000028
1789717279.146867 utf8_from_data: (1 1 () -> 41000028
1789717279.146869 utf8_from_data: (1 1 () -> 41000028
1789717279.146870 utf8_from_data: (1 1 () -> 41000028
1789717279.146873 utf8_from_data: (1 1 () -> 41000028
1789717279.146874 utf8_from_data: (1 1 () -> 41000028
1789717279.146875 utf8_from_data: (1 1 () -> 41000028
1789717279.146877 utf8_from_data: (1 1 () -> 41000028
1789717279.146879 utf8_from_data: (1 1 () -> 41000028
1789717279.146881 utf8_from_data: (1 1 () -> 41000028
1789717279.146883 utf8_from_data: (1 1 () -> 41000028
1789717279.146884 utf8_from_data: (1 1 () -> 41000028
1789717279.146886 utf8_from_data: (1 1 () -> 41000028
1789717279.146888 utf8_from_data: (1 1 () -> 41000028
1789717279.146889 utf8_from_data: (1 1 () -> 41000028
1789717279.146892 utf8_from_data: (1 1 () -> 41000028
1789717279.146893 input_csi_dispatch: 'm' "" "0;0"
1789717279.146895 parameter 0: number 0
1789717279.146896 parameter 1: number 0
1789717279.146899 screen_write_collect_trim: 0x60e080031a60 0-22 before 23-79
1789717279.146901 screen_write_collect_trim: 0x60e08009d2d0 23-79 inside 23-79
1789717279.146903 screen_write_collect_end: 57      listen_address, sock = setup_server(args, reuse_port (at 23,23)
1789717279.146905 utf8_from_data: (1 1  ) -> 41000020
1789717279.146907 utf8_from_data: (1 1  ) -> 41000020
1789717279.146908 utf8_from_data: (1 1  ) -> 41000020
1789717279.146910 utf8_from_data: (1 1  ) -> 41000020
1789717279.146912 utf8_from_data: (1 1  ) -> 41000020
1789717279.146914 utf8_from_data: (1 1  ) -> 41000020
1789717279.146915 utf8_from_data: (1 1  ) -> 41000020
1789717279.146917 utf8_from_data: (1 1  ) -> 41000020
1789717279.146919 utf8_from_data: (1 1  ) -> 41000020
1789717279.146920 utf8_from_data: (1 1  ) -> 41000020
1789717279.146922 utf8_from_data: (1 1  ) -> 41000020
1789717279.146924 utf8_from_data: (1 1  ) -> 41000020
1789717279.146925 utf8_from_data: (1 1  ) -> 41000020
1789717279.146927 utf8_from_data: (1 1  ) -> 41000020
1789717279.146929 utf8_from_data: (1 1  ) -> 41000020
1789717279.146931 utf8_from_data: (1 1  ) -> 41000020
1789717279.146933 utf8_from_data: (1 1  ) -> 41000020
1789717279.146934 utf8_from_data: (1 1  ) -> 41000020
1789717279.146936 utf8_from_data: (1 1  ) -> 41000020
1789717279.146938 utf8_from_data: (1 1  ) -> 41000020
1789717279.146939 utf8_from_data: (1 1  ) -> 41000020
1789717279.146941 utf8_from_data: (1 1  ) -> 41000020
1789717279.146943 utf8_from_data: (1 1  ) -> 41000020
1789717279.146944 utf8_from_data: (1 1  ) -> 41000020
1789717279.146947 utf8_from_data: (1 1  ) -> 41000020
1789717279.146948 utf8_from_data: (1 1  ) -> 41000020
1789717279.146949 utf8_from_data: (1 1  ) -> 41000020
1789717279.146951 utf8_from_data: (1 1  ) -> 41000020
1789717279.146953 utf8_from_data: (1 1  ) -> 41000020
1789717279.146955 utf8_from_data: (1 1  ) -> 41000020
1789717279.146957 utf8_from_data: (1 1  ) -> 41000020
1789717279.146959 utf8_from_data: (1 1  ) -> 41000020
1789717279.146961 utf8_from_data: (1 1  ) -> 41000020
1789717279.146962 utf8_from_data: (1 1  ) -> 41000020
1789717279.146963 utf8_from_data: (1 1  ) -> 41000020
1789717279.146965 utf8_from_data: (1 1  ) -> 41000020
1789717279.146967 utf8_from_data: (1 1  ) -> 41000020
1789717279.146968 utf8_from_data: (1 1  ) -> 41000020
1789717279.146970 utf8_from_data: (1 1  ) -> 41000020
1789717279.146973 utf8_from_data: (1 1  ) -> 41000020
1789717279.146976 utf8_from_data: (1 1  ) -> 41000020
1789717279.146977 utf8_from_data: (1 1  ) -> 41000020
1789717279.146979 utf8_from_data: (1 1  ) -> 41000020
1789717279.146981 utf8_from_data: (1 1  ) -> 41000020
1789717279.146982 utf8_from_data: (1 1  ) -> 41000020
1789717279.146984 utf8_from_data: (1 1  ) -> 41000020
1789717279.146986 utf8_from_data: (1 1  ) -> 41000020
1789717279.146987 utf8_from_data: (1 1  ) -> 41000020
1789717279.146989 utf8_from_data: (1 1  ) -> 41000020
1789717279.146991 utf8_from_data: (1 1  ) -> 41000020
1789717279.146992 utf8_from_data: (1 1  ) -> 41000020
1789717279.146994 utf8_from_data: (1 1  ) -> 41000020
1789717279.146996 utf8_from_data: (1 1  ) -> 41000020
1789717279.146998 utf8_from_data: (1 1  ) -> 41000020
1789717279.147000 utf8_from_data: (1 1  ) -> 41000020
1789717279.147001 utf8_from_data: (1 1  ) -> 41000020
1789717279.147003 utf8_from_data: (1 1  ) -> 41000020
1789717279.147005 screen_write_collect_add: wrapped at 80,23
1789717279.147006 screen_write_linefeed: at 80,23 (region 0-23)
1789717279.147011 screen_write_collect_scroll: at 80,23 (region 0-23)
1789717279.147013 screen_write_collect_trim: 0x60e080087230 0-79 end 0-6
1789717279.147015 screen_write_collect_trim: 0x60e080087230 now 7-81
1789717279.147017 screen_write_collect_end: 7 =False) (at 0,23)
1789717279.147019 utf8_from_data: (1 1 =) -> 4100003d
1789717279.147020 utf8_from_data: (1 1 =) -> 4100003d
1789717279.147022 utf8_from_data: (1 1 =) -> 4100003d
1789717279.147024 utf8_from_data: (1 1 =) -> 4100003d
1789717279.147026 utf8_from_data: (1 1 =) -> 4100003d
1789717279.147028 utf8_from_data: (1 1 =) -> 4100003d
1789717279.147029 utf8_from_data: (1 1 =) -> 4100003d
1789717279.147031 input_c0_dispatch: '\r'
1789717279.147033 input_c0_dispatch: '\n'
1789717279.147034 screen_write_linefeed: at 0,23 (region 0-23)
1789717279.147036 screen_write_collect_scroll: at 0,23 (region 0-23)
1789717279.147038 input_csi_dispatch: 'm' "" "0;36"
1789717279.147040 parameter 0: number 0
1789717279.147041 parameter 1: number 36
1789717279.147043 screen_write_collect_trim: 0x60e0800d1190 0-79 end 0-22
1789717279.147045 screen_write_collect_trim: 0x60e0800d1190 now 23-81
1789717279.147047 screen_write_collect_end: 23 (APIServer pid=2188800) (at 0,23)
1789717279.147048 utf8_from_data: (1 1 () -> 41000028
1789717279.147051 utf8_from_data: (1 1 () -> 41000028
1789717279.147052 utf8_from_data: (1 1 () -> 41000028
1789717279.147054 utf8_from_data: (1 1 () -> 41000028
1789717279.147056 utf8_from_data: (1 1 () -> 41000028
1789717279.147057 utf8_from_data: (1 1 () -> 41000028
1789717279.147059 utf8_from_data: (1 1 () -> 41000028
1789717279.147061 utf8_from_data: (1 1 () -> 41000028
1789717279.147062 utf8_from_data: (1 1 () -> 41000028
1789717279.147064 utf8_from_data: (1 1 () -> 41000028
1789717279.147066 utf8_from_data: (1 1 () -> 41000028
